aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts
CJ1,Flatwing,0,0,41000,0.7,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.7,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.7,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.7,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.7,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.7,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.7,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.7,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.69,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.69,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.69,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.69,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.69,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.69,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.69,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.69,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.67,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.67,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.67,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.67,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.67,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.67,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.67,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.67,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.65,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.65,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.65,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.65,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.65,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.65,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.65,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.65,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.63,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.63,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.63,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.63,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.63,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.63,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.63,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.63,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.62,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.62,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.62,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.62,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.62,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.62,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.62,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.62,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.7,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.7,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.7,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.7,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.7,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.7,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.7,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.7,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.69,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.69,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.69,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.69,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.69,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.69,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.69,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.69,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.68,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.68,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.68,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.68,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.68,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.68,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.68,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.68,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.67,0,1301.7662720100825,222,2740,39001,443
CJ1,Flatwing,0,0,39000,0.67,164,1266.1773342758092,217,2686,39004,442
CJ1,Flatwing,0,0,39000,0.67,329,1174.580111337129,203,2521,39004,441
CJ1,Flatwing,0,0,39000,0.67,493,1083.7738344027848,188,2357,39004,440
CJ1,Flatwing,0,0,39000,0.67,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.67,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.67,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.67,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,39000,0.66,0,1305.3514095972964,223,2740,39001,436
CJ1,Flatwing,0,0,39000,0.66,164,1269.0040910264731,218,2686,39004,436
CJ1,Flatwing,0,0,39000,0.66,329,1176.438643274317,203,2521,39004,436
CJ1,Flatwing,0,0,39000,0.66,493,1084.9213469272725,189,2357,39004,436
CJ1,Flatwing,0,0,39000,0.66,657,993.4030303226813,174,2193,39004,436
CJ1,Flatwing,0,0,39000,0.66,821,902.9368414893033,160,2029,39004,436
CJ1,Flatwing,0,0,39000,0.66,986,811.9683646008119,145,1864,39004,435
CJ1,Flatwing,0,0,39000,0.66,1150,722.3109991331245,131,1700,39004,434
CJ1,Flatwing,0,0,39000,0.65,0,1312.3249520183726,226,2740,39001,429
CJ1,Flatwing,0,0,39000,0.65,164,1274.784800457743,220,2686,39004,429
CJ1,Flatwing,0,0,39000,0.65,329,1180.511125856323,205,2521,39004,429
CJ1,Flatwing,0,0,39000,0.65,493,1088.305669194421,190,2357,39004,429
CJ1,Flatwing,0,0,39000,0.65,657,996.1011336897834,175,2193,39004,429
CJ1,Flatwing,0,0,39000,0.65,821,904.9286197473277,161,2029,39004,429
CJ1,Flatwing,0,0,39000,0.65,986,813.7549892583819,146,1864,39004,429
CJ1,Flatwing,0,0,39000,0.65,1150,723.617548698331,132,1700,39004,429
CJ1,Flatwing,0,0,39000,0.64,0,1320.3614969633995,230,2740,39001,423
CJ1,Flatwing,0,0,39000,0.64,164,1282.244968954248,224,2686,39004,423
CJ1,Flatwing,0,0,39000,0.64,329,1187.3785183153825,208,2521,39004,423
CJ1,Flatwing,0,0,39000,0.64,493,1094.5485929259912,193,2357,39004,423
CJ1,Flatwing,0,0,39000,0.64,657,1001.7194328412521,178,2193,39004,423
CJ1,Flatwing,0,0,39000,0.64,821,909.9064417613635,163,2029,39004,423
CJ1,Flatwing,0,0,39000,0.64,986,817.074146970788,148,1864,39004,423
CJ1,Flatwing,0,0,39000,0.64,1150,726.2780386449203,133,1700,39004,423
CJ1,Flatwing,0,0,39000,0.63,0,1328.1594476640003,234,2740,39001,416
CJ1,Flatwing,0,0,39000,0.63,164,1289.222632041983,227,2686,39004,416
CJ1,Flatwing,0,0,39000,0.63,329,1193.827166849769,212,2521,39004,416
CJ1,Flatwing,0,0,39000,0.63,493,1100.436400802606,196,2357,39004,416
CJ1,Flatwing,0,0,39000,0.63,657,1007.0462992615732,181,2193,39004,416
CJ1,Flatwing,0,0,39000,0.63,821,913.6522597002197,165,2029,39004,416
CJ1,Flatwing,0,0,39000,0.63,986,820.2588781270857,150,1864,39004,416
CJ1,Flatwing,0,0,39000,0.63,1150,728.8699446218463,134,1700,39004,416
CJ1,Flatwing,0,0,39000,0.62,0,1336.051971967079,238,2740,39001,410
CJ1,Flatwing,0,0,39000,0.62,164,1296.8169215208432,231,2686,39004,410
CJ1,Flatwing,0,0,39000,0.62,329,1199.967884129685,215,2521,39004,410
CJ1,Flatwing,0,0,39000,0.62,493,1105.091747084336,199,2357,39004,410
CJ1,Flatwing,0,0,39000,0.62,657,1011.2043806527146,183,2193,39004,410
CJ1,Flatwing,0,0,39000,0.62,821,917.3131414273357,167,2029,39004,410
CJ1,Flatwing,0,0,39000,0.62,986,824.410718209135,152,1864,39004,410
CJ1,Flatwing,0,0,39000,0.62,1150,731.5042816772574,136,1700,39004,410
CJ1,Flatwing,0,0,37000,0.7,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.7,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.7,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.7,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.7,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.7,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.7,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.7,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.69,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.69,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.69,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.69,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.69,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.69,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.69,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.69,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.68,0,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.68,164,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.68,329,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.68,493,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.68,657,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.68,821,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.68,986,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.68,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.67,0,1229.062233220747,208,2740,37003,443
CJ1,Flatwing,0,0,37000,0.67,164,1195.872019909727,203,2686,37003,443
CJ1,Flatwing,0,0,37000,0.67,329,1111.528920879919,190,2521,37003,443
CJ1,Flatwing,0,0,37000,0.67,493,1027.182472745231,177,2357,37003,443
CJ1,Flatwing,0,0,37000,0.67,657,943.3761971066473,164,2193,37003,442
CJ1,Flatwing,0,0,37000,0.67,821,859.7207568202768,151,2029,37003,441
CJ1,Flatwing,0,0,37000,0.67,986,775.7381478733623,138,1864,37003,440
CJ1,Flatwing,0,0,37000,0.67,1150,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,37000,0.66,0,1235.5000663151945,210,2740,37003,436
CJ1,Flatwing,0,0,37000,0.66,164,1200.8693157795237,205,2686,37003,436
CJ1,Flatwing,0,0,37000,0.66,329,1115.6790421807323,192,2521,37003,436
CJ1,Flatwing,0,0,37000,0.66,493,1030.4855618248992,178,2357,37003,436
CJ1,Flatwing,0,0,37000,0.66,657,946.3453377921368,165,2193,37003,436
CJ1,Flatwing,0,0,37000,0.66,821,861.1497799536245,151,2029,37003,436
CJ1,Flatwing,0,0,37000,0.66,986,777.0054336370944,138,1864,37003,436
CJ1,Flatwing,0,0,37000,0.66,1150,693.913644549317,125,1700,37003,436
CJ1,Flatwing,0,0,37000,0.65,0,1244.4213699895931,214,2740,37003,429
CJ1,Flatwing,0,0,37000,0.65,164,1209.6457718165823,209,2686,37003,429
CJ1,Flatwing,0,0,37000,0.65,329,1123.6720144681997,195,2521,37003,429
CJ1,Flatwing,0,0,37000,0.65,493,1037.6951299915795,181,2357,37003,429
