# Flight Simulation Results - CJ1 Tamarack
# Route: KSZT to KSAN
# Initial Fuel: 3440 lb
# Payload: 0 lb
# Cruise Altitude: 41000 ft
# Winds/Temps Source: No Wind
# Generated: 2025-11-25 10:04:38
# Original Data Points: 2018
# Sampled Data Points (5-sec intervals): 2018
# Time Range: 0 - 10085 seconds
# Exact 5-second intervals, no skipped rows
# 
Time (s),Altitude (ft),Distance (NM),VKTAS (kts),VKIAS (kts),ROC (fpm),Thrust (lb),Drag (lb),Weight (lb),Fuel Remaining (lb),Fuel Flow (lb/hr),Mach,Gradient (%)
1790,38384,127.5,292,149,497,920,646,9710,2731,663,0.51,2.8
1796,38425,127.9,292,149,494,918,645,9709,2730,662,0.51,2.8
1800,38466,128.3,292,149,492,916,644,9709,2730,660,0.51,2.8
1806,38507,128.7,292,148,489,914,644,9708,2729,659,0.51,2.8
1810,38548,129.1,292,148,487,912,643,9707,2728,658,0.51,2.8
1816,38588,129.5,292,148,485,910,642,9706,2727,656,0.51,2.8
1820,38629,129.9,292,148,482,908,642,9705,2726,655,0.51,2.7
1826,38669,130.3,292,148,480,907,641,9704,2725,653,0.51,2.7
1830,38709,130.7,292,148,478,905,641,9703,2724,652,0.51,2.7
1836,38748,131.1,292,148,475,903,640,9702,2723,650,0.51,2.7
1840,38788,131.5,292,147,473,901,639,9701,2722,649,0.51,2.7
1846,38827,132.0,292,147,471,899,639,9700,2721,648,0.51,2.7
1850,38866,132.4,292,147,468,897,638,9699,2720,646,0.51,2.7
1855,38905,132.8,292,147,466,895,638,9699,2720,645,0.51,2.7
1860,38944,133.2,292,147,464,893,637,9698,2719,644,0.51,2.6
1865,38982,133.6,292,147,461,891,636,9697,2718,642,0.51,2.6
1870,39021,134.0,292,147,459,889,636,9696,2717,641,0.51,2.6
1875,39059,134.4,292,146,456,887,635,9695,2716,639,0.51,2.6
1881,39097,134.8,292,146,454,885,634,9694,2715,638,0.51,2.6
1886,39134,135.2,292,146,451,883,634,9693,2714,636,0.51,2.6
1891,39172,135.6,292,146,449,881,633,9692,2713,635,0.51,2.6
1896,39209,136.0,292,146,446,879,633,9692,2713,634,0.51,2.5
1901,39246,136.4,292,146,444,877,632,9691,2712,632,0.51,2.5
1906,39283,136.8,292,145,442,875,631,9690,2711,631,0.51,2.5
1910,39320,137.2,292,145,439,873,631,9689,2710,629,0.51,2.5
1916,39356,137.6,292,145,437,871,630,9688,2709,628,0.51,2.5
1920,39393,138.0,292,145,434,869,630,9687,2708,627,0.51,2.5
1926,39429,138.5,292,145,432,867,629,9686,2707,625,0.51,2.5
1930,39465,138.9,292,145,429,866,629,9685,2706,624,0.51,2.4
1936,39500,139.3,292,145,427,864,628,9685,2706,622,0.51,2.4
1940,39536,139.7,292,144,425,862,627,9684,2705,621,0.51,2.4
1946,39571,140.1,292,144,422,860,627,9683,2704,620,0.51,2.4
1950,39606,140.5,292,144,420,858,626,9682,2703,618,0.51,2.4
1956,39641,140.9,292,144,418,856,626,9681,2702,617,0.51,2.4
1960,39676,141.3,292,144,415,854,625,9680,2701,616,0.51,2.4
1966,39710,141.7,292,144,413,853,625,9679,2700,614,0.51,2.4
1970,39744,142.1,292,144,411,851,624,9679,2700,613,0.51,2.3
1975,39778,142.5,292,143,408,849,624,9678,2699,612,0.51,2.3
1980,39812,142.9,292,143,406,847,623,9677,2698,610,0.51,2.3
1985,39846,143.3,292,143,404,845,623,9676,2697,609,0.51,2.3
1990,39880,143.7,292,143,401,843,622,9675,2696,608,0.51,2.3
1996,39913,144.1,292,143,399,842,622,9674,2695,607,0.51,2.3
2001,39946,144.5,292,143,397,840,621,9673,2694,605,0.51,2.3
2006,39979,145.0,292,143,395,838,621,9673,2694,604,0.51,2.2
2011,40012,145.4,292,142,392,836,620,9672,2693,603,0.51,2.2
2016,40044,145.8,292,142,390,835,620,9671,2692,602,0.51,2.2
2020,40077,146.2,292,142,388,833,619,9670,2691,600,0.51,2.2
2026,40109,146.6,292,142,386,831,619,9669,2690,599,0.51,2.2
2030,40141,147.0,292,142,383,830,618,9668,2689,598,0.51,2.2
2036,40173,147.4,292,142,381,828,618,9668,2689,597,0.51,2.2
2040,40204,147.8,292,142,379,826,617,9667,2688,595,0.51,2.2
2046,40236,148.2,292,142,377,825,617,9666,2687,594,0.51,2.1
2050,40267,148.6,292,141,375,823,617,9665,2686,593,0.51,2.1
2056,40298,149.0,292,141,373,821,616,9664,2685,592,0.51,2.1
2060,40329,149.4,292,141,370,820,616,9664,2685,591,0.51,2.1
2066,40360,149.8,292,141,368,818,615,9663,2684,589,0.51,2.1
2070,40391,150.2,292,141,366,816,615,9662,2683,588,0.51,2.1
2076,40421,150.6,292,141,364,815,614,9661,2682,587,0.51,2.1
2080,40451,151.0,292,141,362,813,614,9660,2681,586,0.51,2.1
2086,40481,151.5,292,141,360,812,614,9659,2680,585,0.51,2.1
2090,40511,151.9,292,140,358,810,613,9659,2680,584,0.51,2.0
2096,40541,152.3,292,140,356,808,613,9658,2679,583,0.51,2.0
2100,40570,152.7,292,140,354,807,612,9657,2678,581,0.51,2.0
2106,40600,153.1,292,140,352,805,612,9656,2677,580,0.51,2.0
2110,40629,153.5,292,140,350,804,612,9655,2676,579,0.51,2.0
2116,40658,153.9,292,140,347,802,611,9655,2676,578,0.51,2.0
2120,40687,154.3,292,140,345,801,611,9654,2675,577,0.51,2.0
2126,40716,154.7,292,140,343,799,610,9653,2674,576,0.51,2.0
2130,40744,155.1,292,140,341,798,610,9652,2673,575,0.51,1.9
2136,40772,155.5,292,139,339,796,610,9651,2672,574,0.51,1.9
2140,40801,155.9,292,139,337,795,609,9651,2672,573,0.51,1.9
2146,40829,156.3,292,139,335,793,609,9650,2671,572,0.51,1.9
2150,40857,156.7,292,139,334,792,608,9649,2670,571,0.51,1.9
2156,40884,157.1,292,139,332,790,608,9648,2669,569,0.51,1.9
2160,40912,157.5,292,139,330,789,608,9647,2668,568,0.51,1.9
2166,40939,158.0,292,139,328,787,607,9647,2668,567,0.51,1.9
2170,40966,158.4,292,139,326,786,607,9646,2667,566,0.51,1.9
2176,40993,158.8,292,139,324,785,607,9645,2666,565,0.51,1.8
2184,41010,159.4,294,139,0,783,606,9644,2665,903,0.513,0.0
2188,41010,159.8,296,140,0,783,609,9643,2664,564,0.516,0.0
2194,41010,160.2,298,141,0,783,611,9642,2663,564,0.519,0.0
2198,41010,160.7,299,142,0,783,614,9641,2662,564,0.522,0.0
2204,41010,161.1,301,143,0,783,617,9641,2662,563,0.525,0.0
2208,41010,161.5,303,144,0,782,620,9640,2661,563,0.528,0.0
2214,41010,161.9,304,144,0,782,623,9639,2660,563,0.53,0.0
2218,41010,162.3,306,145,0,782,626,9638,2659,563,0.533,0.0
2224,41010,162.8,307,146,0,782,629,9638,2659,563,0.536,0.0
2228,41010,163.2,309,147,0,781,632,9637,2658,563,0.538,0.0
2234,41010,163.6,310,147,0,781,635,9636,2657,563,0.541,0.0
2238,41010,164.1,312,148,0,781,638,9635,2656,562,0.543,0.0
2244,41010,164.5,313,149,0,781,641,9634,2655,562,0.546,0.0
2248,41010,164.9,314,149,0,781,644,9634,2655,562,0.548,0.0
2254,41010,165.4,316,150,0,781,647,9633,2654,562,0.55,0.0
2258,41010,165.8,317,151,0,780,650,9632,2653,562,0.553,0.0
2264,41010,166.3,318,151,0,780,653,9631,2652,562,0.555,0.0
2268,41010,166.7,319,152,0,780,656,9631,2652,562,0.557,0.0
2274,41010,167.1,321,153,0,780,659,9630,2651,562,0.559,0.0
2278,41010,167.6,322,153,0,780,661,9629,2650,562,0.561,0.0
2284,41010,168.0,323,154,0,780,664,9628,2649,561,0.563,0.0
2288,41010,168.5,324,154,0,780,667,9627,2648,561,0.565,0.0
2294,41010,168.9,325,155,0,780,670,9627,2648,561,0.567,0.0
2298,41010,169.4,326,155,0,780,672,9626,2647,561,0.569,0.0
2304,41010,169.8,327,156,0,779,675,9625,2646,561,0.571,0.0
2308,41010,170.3,328,156,0,779,677,9624,2645,561,0.572,0.0
2314,41010,170.8,329,157,0,779,680,9624,2645,561,0.574,0.0
2318,41010,171.2,330,157,0,779,682,9623,2644,561,0.576,0.0
2324,41010,171.7,331,158,0,779,684,9622,2643,561,0.577,0.0
2328,41010,172.1,332,158,0,779,687,9621,2642,561,0.579,0.0
2334,41010,172.6,333,159,0,779,689,9620,2641,561,0.581,0.0
2338,41010,173.1,334,159,0,779,691,9620,2641,561,0.582,0.0
2344,41010,173.5,335,160,0,779,693,9619,2640,561,0.584,0.0
2348,41010,174.0,336,160,0,779,695,9618,2639,561,0.585,0.0
2354,41010,174.5,336,161,0,779,698,9617,2638,561,0.586,0.0
2358,41010,174.9,337,161,0,779,700,9617,2638,561,0.588,0.0
2364,41010,175.4,338,161,0,779,702,9616,2637,561,0.589,0.0
2368,41010,175.9,339,162,0,779,703,9615,2636,561,0.59,0.0
2374,41010,176.3,339,162,0,779,705,9614,2635,561,0.592,0.0
2378,41010,176.8,340,162,0,779,707,9613,2634,561,0.593,0.0
2384,41010,177.3,341,163,0,779,709,9613,2634,561,0.594,0.0
2388,41010,177.8,341,163,0,779,711,9612,2633,561,0.595,0.0
2394,41010,178.2,342,164,0,779,713,9611,2632,561,0.596,0.0
2398,41010,178.7,343,164,0,779,714,9610,2631,561,0.598,0.0
2404,41010,179.2,343,164,0,779,716,9610,2631,561,0.599,0.0
2408,41010,179.7,344,164,0,779,718,9609,2630,561,0.6,0.0
2414,41010,180.1,345,165,0,779,719,9608,2629,561,0.601,0.0
2418,41010,180.6,345,165,0,778,721,9607,2628,561,0.602,0.0
2424,41010,181.1,346,165,0,778,722,9606,2627,561,0.603,0.0
2428,41010,181.6,346,166,0,778,724,9606,2627,561,0.604,0.0
2434,41010,182.1,347,166,0,778,725,9605,2626,560,0.605,0.0
2438,41010,182.6,347,166,0,778,727,9604,2625,560,0.605,0.0
2444,41010,183.0,348,166,0,778,728,9603,2624,560,0.606,0.0
2448,41010,183.5,348,167,0,778,729,9602,2623,560,0.607,0.0
2454,41010,184.0,349,167,0,778,731,9602,2623,560,0.608,0.0
2458,41010,184.5,349,167,0,778,732,9601,2622,560,0.609,0.0
2464,41010,185.0,350,167,0,778,733,9600,2621,560,0.61,0.0
2468,41010,185.5,350,168,0,778,734,9599,2620,560,0.61,0.0
2474,41010,185.9,350,168,0,778,735,9599,2620,560,0.611,0.0
2478,41010,186.4,351,168,0,778,737,9598,2619,560,0.612,0.0
2484,41010,186.9,351,168,0,778,738,9597,2618,560,0.613,0.0
2488,41010,187.4,352,168,0,778,739,9596,2617,560,0.613,0.0
2494,41010,187.9,352,169,0,778,740,9595,2616,560,0.614,0.0
2498,41010,188.4,352,169,0,778,741,9595,2616,560,0.615,0.0
2504,41010,188.9,353,169,0,778,742,9594,2615,560,0.615,0.0
2508,41010,189.4,353,169,0,778,743,9593,2614,560,0.616,0.0
2514,41010,189.9,354,169,0,778,744,9592,2613,560,0.616,0.0
2518,41010,190.4,354,170,0,778,745,9592,2613,560,0.617,0.0
2524,41010,190.8,354,170,0,778,746,9591,2612,560,0.618,0.0
2528,41010,191.3,354,170,0,778,747,9590,2611,560,0.618,0.0
2534,41010,191.8,355,170,0,778,748,9589,2610,560,0.619,0.0
2538,41010,192.3,355,170,0,778,748,9588,2609,560,0.619,0.0
2544,41010,192.8,355,170,0,778,749,9588,2609,561,0.62,0.0
2548,41010,193.3,356,171,0,778,750,9587,2608,561,0.62,0.0
2554,41010,193.8,356,171,0,778,751,9586,2607,561,0.621,0.0
2558,41010,194.3,356,171,0,778,752,9585,2606,561,0.621,0.0
2564,41010,194.8,356,171,0,778,752,9585,2606,561,0.622,0.0
2568,41010,195.3,357,171,0,779,753,9584,2605,561,0.622,0.0
2574,41010,195.8,357,171,0,779,754,9583,2604,561,0.622,0.0
2578,41010,196.3,357,171,0,779,754,9582,2603,561,0.623,0.0
2584,41010,196.8,357,171,0,779,755,9581,2602,561,0.623,0.0
2588,41010,197.3,358,172,0,779,756,9581,2602,561,0.624,0.0
2594,41010,197.8,358,172,0,779,756,9580,2601,561,0.624,0.0
2598,41010,198.3,358,172,0,779,757,9579,2600,561,0.624,0.0
2604,41010,198.8,358,172,0,779,758,9578,2599,561,0.625,0.0
2608,41010,199.3,359,172,0,779,758,9578,2599,561,0.625,0.0
2614,41010,199.8,359,172,0,779,759,9577,2598,561,0.625,0.0
2618,41010,200.3,359,172,0,779,759,9576,2597,561,0.626,0.0
2624,41010,200.8,359,172,0,779,760,9575,2596,561,0.626,0.0
2628,41010,201.3,359,172,0,779,760,9574,2595,561,0.626,0.0
2634,41010,201.8,359,172,0,779,761,9574,2595,561,0.627,0.0
2638,41010,202.3,360,173,0,779,761,9573,2594,561,0.627,0.0
2644,41010,202.8,360,173,0,779,762,9572,2593,561,0.627,0.0
2648,41010,203.3,360,173,0,779,762,9571,2592,561,0.628,0.0
2654,41010,203.8,360,173,0,779,763,9571,2592,561,0.628,0.0
2658,41010,204.3,360,173,0,779,763,9570,2591,561,0.628,0.0
2664,41010,204.8,360,173,0,779,764,9569,2590,561,0.628,0.0
2668,41010,205.3,361,173,0,779,764,9568,2589,561,0.629,0.0
2674,41010,205.8,361,173,0,779,764,9567,2588,561,0.629,0.0
2678,41010,206.3,361,173,0,779,765,9567,2588,561,0.629,0.0
2684,41010,206.8,361,173,0,779,765,9566,2587,561,0.629,0.0
2688,41010,207.3,361,173,0,779,766,9565,2586,561,0.63,0.0
2694,41010,207.8,361,173,0,779,766,9564,2585,561,0.63,0.0
2698,41010,208.3,361,173,0,779,766,9564,2585,561,0.63,0.0
2704,41010,208.8,361,174,0,779,767,9563,2584,561,0.63,0.0
2708,41010,209.3,362,174,0,779,767,9562,2583,561,0.63,0.0
2714,41010,209.8,362,174,0,779,767,9561,2582,561,0.631,0.0
2718,41010,210.3,362,174,0,779,768,9560,2581,561,0.631,0.0
2724,41010,210.8,362,174,0,779,768,9560,2581,561,0.631,0.0
2728,41010,211.3,362,174,0,779,768,9559,2580,561,0.631,0.0
2734,41010,211.8,362,174,0,779,769,9558,2579,561,0.631,0.0
2738,41010,212.3,362,174,0,779,769,9557,2578,561,0.632,0.0
2744,41010,212.8,362,174,0,779,769,9557,2578,561,0.632,0.0
2748,41010,213.3,362,174,0,779,769,9556,2577,561,0.632,0.0
2754,41010,213.8,363,174,0,779,770,9555,2576,561,0.632,0.0
2758,41010,214.3,363,174,0,779,770,9554,2575,561,0.632,0.0
2764,41010,214.8,363,174,0,779,770,9553,2574,561,0.632,0.0
2768,41010,215.3,363,174,0,779,770,9553,2574,561,0.633,0.0
2774,41010,215.8,363,174,0,779,771,9552,2573,561,0.633,0.0
2778,41010,216.3,363,174,0,779,771,9551,2572,561,0.633,0.0
2784,41010,216.8,363,174,0,779,771,9550,2571,561,0.633,0.0
2788,41010,217.3,363,174,0,779,771,9550,2571,561,0.633,0.0
2794,41010,217.8,363,174,0,779,771,9549,2570,561,0.633,0.0
2798,41010,218.3,363,174,0,779,772,9548,2569,561,0.633,0.0
2804,41010,218.8,363,174,0,779,772,9547,2568,561,0.633,0.0
2808,41010,219.3,363,175,0,779,772,9546,2567,561,0.634,0.0
2814,41010,219.9,363,175,0,779,772,9546,2567,561,0.634,0.0
2818,41010,220.4,363,175,0,779,772,9545,2566,561,0.634,0.0
2824,41010,220.9,364,175,0,779,773,9544,2565,561,0.634,0.0
2828,41010,221.4,364,175,0,779,773,9543,2564,561,0.634,0.0
2834,41010,221.9,364,175,0,779,773,9543,2564,561,0.634,0.0
2838,41010,222.4,364,175,0,779,773,9542,2563,561,0.634,0.0
2844,41010,222.9,364,175,0,779,773,9541,2562,561,0.634,0.0
2848,41010,223.4,364,175,0,779,773,9540,2561,561,0.634,0.0
2854,41010,223.9,364,175,0,779,773,9539,2560,561,0.635,0.0
2858,41010,224.4,364,175,0,779,774,9539,2560,561,0.635,0.0
2864,41010,224.9,364,175,0,779,774,9538,2559,561,0.635,0.0
2868,41010,225.4,364,175,0,779,774,9537,2558,561,0.635,0.0
2874,41010,225.9,364,175,0,779,774,9536,2557,561,0.635,0.0
2878,41010,226.4,364,175,0,779,774,9536,2557,561,0.635,0.0
2884,41010,226.9,364,175,0,779,774,9535,2556,561,0.635,0.0
2888,41010,227.4,364,175,0,779,774,9534,2555,561,0.635,0.0
2894,41010,227.9,364,175,0,779,774,9533,2554,561,0.635,0.0
2898,41010,228.4,364,175,0,779,775,9532,2553,561,0.635,0.0
2904,41010,228.9,364,175,0,779,775,9532,2553,561,0.635,0.0
2908,41010,229.5,364,175,0,779,775,9531,2552,561,0.635,0.0
2914,41010,230.0,364,175,0,779,775,9530,2551,561,0.635,0.0
2918,41010,230.5,364,175,0,779,775,9529,2550,561,0.636,0.0
2924,41010,231.0,365,175,0,779,775,9529,2550,561,0.636,0.0
2928,41010,231.5,365,175,0,779,775,9528,2549,561,0.636,0.0
2934,41010,232.0,365,175,0,779,775,9527,2548,561,0.636,0.0
2938,41010,232.5,365,175,0,779,775,9526,2547,561,0.636,0.0
2944,41010,233.0,365,175,0,779,775,9525,2546,561,0.636,0.0
2948,41010,233.5,365,175,0,779,775,9525,2546,561,0.636,0.0
2954,41010,234.0,365,175,0,779,776,9524,2545,561,0.636,0.0
2958,41010,234.5,365,175,0,779,776,9523,2544,561,0.636,0.0
2964,41010,235.0,365,175,0,779,776,9522,2543,561,0.636,0.0
2968,41010,235.5,365,175,0,779,776,9522,2543,561,0.636,0.0
2974,41010,236.0,365,175,0,779,776,9521,2542,561,0.636,0.0
2978,41010,236.5,365,175,0,779,776,9520,2541,561,0.636,0.0
2984,41010,237.1,365,175,0,779,776,9519,2540,561,0.636,0.0
2988,41010,237.6,365,175,0,779,776,9518,2539,561,0.636,0.0
2994,41010,238.1,365,175,0,779,776,9518,2539,561,0.636,0.0
2998,41010,238.6,365,175,0,779,776,9517,2538,561,0.636,0.0
3004,41010,239.1,365,175,0,779,776,9516,2537,561,0.636,0.0
3008,41010,239.6,365,175,0,779,776,9515,2536,561,0.637,0.0
3014,41010,240.1,365,175,0,779,776,9515,2536,561,0.637,0.0
3018,41010,240.6,365,175,0,779,776,9514,2535,561,0.637,0.0
3024,41010,241.1,365,175,0,779,776,9513,2534,561,0.637,0.0
3028,41010,241.6,365,175,0,779,777,9512,2533,561,0.637,0.0
3034,41010,242.1,365,175,0,779,777,9511,2532,561,0.637,0.0
3038,41010,242.6,365,175,0,779,777,9511,2532,561,0.637,0.0
3044,41010,243.1,365,175,0,779,777,9510,2531,561,0.637,0.0
3048,41010,243.6,365,175,0,779,777,9509,2530,561,0.637,0.0
3054,41010,244.2,365,175,0,779,777,9508,2529,561,0.637,0.0
3058,41010,244.7,365,176,0,779,777,9507,2528,561,0.637,0.0
3064,41010,245.2,365,176,0,779,777,9507,2528,561,0.637,0.0
3068,41010,245.7,365,176,0,779,777,9506,2527,561,0.637,0.0
3074,41010,246.2,365,176,0,779,777,9505,2526,561,0.637,0.0
3078,41010,246.7,365,176,0,779,777,9504,2525,561,0.637,0.0
3084,41010,247.2,365,176,0,779,777,9504,2525,561,0.637,0.0
3088,41010,247.7,365,176,0,779,777,9503,2524,561,0.637,0.0
3094,41010,248.2,365,176,0,779,777,9502,2523,561,0.637,0.0
3098,41010,248.7,365,176,0,779,777,9501,2522,561,0.637,0.0
3104,41010,249.2,365,176,0,779,777,9500,2521,561,0.637,0.0
3108,41010,249.7,365,176,0,779,777,9500,2521,561,0.637,0.0
3114,41010,250.2,366,176,0,779,777,9499,2520,561,0.637,0.0
3118,41010,250.8,366,176,0,779,777,9498,2519,561,0.637,0.0
3124,41010,251.3,366,176,0,779,777,9497,2518,561,0.637,0.0
3128,41010,251.8,366,176,0,779,777,9497,2518,561,0.637,0.0
3134,41010,252.3,366,176,0,779,777,9496,2517,561,0.637,0.0
3138,41010,252.8,366,176,0,779,777,9495,2516,561,0.637,0.0
3144,41010,253.3,366,176,0,779,777,9494,2515,561,0.637,0.0
3148,41010,253.8,366,176,0,779,777,9493,2514,561,0.637,0.0
3154,41010,254.3,366,176,0,779,777,9493,2514,561,0.638,0.0
3158,41010,254.8,366,176,0,779,777,9492,2513,561,0.638,0.0
3164,41010,255.3,366,176,0,779,777,9491,2512,561,0.638,0.0
3168,41010,255.8,366,176,0,779,777,9490,2511,561,0.638,0.0
3174,41010,256.3,366,176,0,779,777,9490,2511,561,0.638,0.0
3178,41010,256.8,366,176,0,779,777,9489,2510,561,0.638,0.0
3184,41010,257.4,366,176,0,779,778,9488,2509,561,0.638,0.0
3188,41010,257.9,366,176,0,779,778,9487,2508,561,0.638,0.0
3194,41010,258.4,366,176,0,779,778,9486,2507,561,0.638,0.0
3198,41010,258.9,366,176,0,779,778,9486,2507,561,0.638,0.0
3204,41010,259.4,366,176,0,779,778,9485,2506,561,0.638,0.0
3208,41010,259.9,366,176,0,779,778,9484,2505,561,0.638,0.0
3214,41010,260.4,366,176,0,779,778,9483,2504,561,0.638,0.0
3218,41010,260.9,366,176,0,779,778,9483,2504,561,0.638,0.0
3224,41010,261.4,366,176,0,779,778,9482,2503,561,0.638,0.0
3228,41010,261.9,366,176,0,779,778,9481,2502,561,0.638,0.0
3234,41010,262.4,366,176,0,779,778,9480,2501,561,0.638,0.0
3238,41010,262.9,366,176,0,779,778,9479,2500,561,0.638,0.0
3244,41010,263.4,366,176,0,779,778,9479,2500,561,0.638,0.0
3248,41010,264.0,366,176,0,779,778,9478,2499,561,0.638,0.0
3254,41010,264.5,366,176,0,779,778,9477,2498,561,0.638,0.0
3258,41010,265.0,366,176,0,779,778,9476,2497,561,0.638,0.0
3264,41010,265.5,366,176,0,779,778,9476,2497,561,0.638,0.0
3268,41010,266.0,366,176,0,779,778,9475,2496,561,0.638,0.0
3274,41010,266.5,366,176,0,779,778,9474,2495,561,0.638,0.0
3278,41010,267.0,366,176,0,779,778,9473,2494,561,0.638,0.0
3284,41010,267.5,366,176,0,779,778,9472,2493,561,0.638,0.0
3288,41010,268.0,366,176,0,779,778,9472,2493,561,0.638,0.0
3294,41010,268.5,366,176,0,779,778,9471,2492,561,0.638,0.0
3298,41010,269.0,366,176,0,779,778,9470,2491,561,0.638,0.0
3304,41010,269.5,366,176,0,779,778,9469,2490,561,0.638,0.0
3308,41010,270.1,366,176,0,779,778,9469,2490,561,0.638,0.0
3314,41010,270.6,366,176,0,779,778,9468,2489,561,0.638,0.0
3318,41010,271.1,366,176,0,779,778,9467,2488,561,0.638,0.0
3324,41010,271.6,366,176,0,779,778,9466,2487,561,0.638,0.0
3328,41010,272.1,366,176,0,779,778,9465,2486,561,0.638,0.0
3334,41010,272.6,366,176,0,779,778,9465,2486,561,0.638,0.0
3338,41010,273.1,366,176,0,779,778,9464,2485,561,0.638,0.0
3344,41010,273.6,366,176,0,779,778,9463,2484,561,0.638,0.0
3348,41010,274.1,366,176,0,779,778,9462,2483,561,0.638,0.0
3354,41010,274.6,366,176,0,779,778,9462,2483,561,0.638,0.0
3358,41010,275.1,366,176,0,779,778,9461,2482,561,0.638,0.0
3364,41010,275.7,366,176,0,779,778,9460,2481,561,0.638,0.0
3368,41010,276.2,366,176,0,779,778,9459,2480,561,0.638,0.0
3374,41010,276.7,366,176,0,779,778,9458,2479,561,0.638,0.0
3378,41010,277.2,366,176,0,779,778,9458,2479,561,0.638,0.0
3384,41010,277.7,366,176,0,779,778,9457,2478,561,0.638,0.0
3388,41010,278.2,366,176,0,779,778,9456,2477,561,0.638,0.0
3394,41010,278.7,366,176,0,779,778,9455,2476,561,0.638,0.0
3398,41010,279.2,366,176,0,779,778,9455,2476,561,0.639,0.0
3404,41010,279.7,366,176,0,779,778,9454,2475,561,0.639,0.0
3408,41010,280.2,366,176,0,779,778,9453,2474,561,0.639,0.0
3414,41010,280.7,366,176,0,779,778,9452,2473,561,0.639,0.0
3418,41010,281.2,366,176,0,779,778,9451,2472,561,0.639,0.0
3424,41010,281.8,366,176,0,779,778,9451,2472,561,0.639,0.0
3428,41010,282.3,366,176,0,779,778,9450,2471,561,0.639,0.0
3434,41010,282.8,366,176,0,779,778,9449,2470,561,0.639,0.0
3438,41010,283.3,366,176,0,779,778,9448,2469,561,0.639,0.0
3444,41010,283.8,366,176,0,779,778,9448,2469,561,0.639,0.0
3448,41010,284.3,366,176,0,779,778,9447,2468,561,0.639,0.0
3454,41010,284.8,366,176,0,779,778,9446,2467,561,0.639,0.0
3458,41010,285.3,366,176,0,779,778,9445,2466,561,0.639,0.0
3464,41010,285.8,366,176,0,779,778,9444,2465,561,0.639,0.0
3468,41010,286.3,366,176,0,779,778,9444,2465,561,0.639,0.0
3474,41010,286.8,366,176,0,779,778,9443,2464,561,0.639,0.0
3478,41010,287.3,366,176,0,779,778,9442,2463,561,0.639,0.0
3484,41010,287.9,366,176,0,779,778,9441,2462,561,0.639,0.0
3488,41010,288.4,366,176,0,779,778,9441,2462,561,0.639,0.0
3494,41010,288.9,366,176,0,779,778,9440,2461,561,0.639,0.0
3498,41010,289.4,366,176,0,779,778,9439,2460,561,0.639,0.0
3504,41010,289.9,366,176,0,779,778,9438,2459,561,0.639,0.0
3508,41010,290.4,366,176,0,779,778,9437,2458,561,0.639,0.0
3514,41010,290.9,366,176,0,779,778,9437,2458,561,0.639,0.0
3518,41010,291.4,366,176,0,779,778,9436,2457,561,0.639,0.0
3524,41010,291.9,366,176,0,779,778,9435,2456,561,0.639,0.0
3528,41010,292.4,366,176,0,779,778,9434,2455,561,0.639,0.0
3534,41010,292.9,366,176,0,779,778,9433,2454,561,0.639,0.0
3538,41010,293.5,366,176,0,779,778,9433,2454,561,0.639,0.0
3544,41010,294.0,366,176,0,779,778,9432,2453,561,0.639,0.0
3548,41010,294.5,366,176,0,779,778,9431,2452,561,0.639,0.0
3554,41010,295.0,366,176,0,779,778,9430,2451,561,0.639,0.0
3558,41010,295.5,366,176,0,779,778,9430,2451,561,0.639,0.0
3564,41010,296.0,366,176,0,779,778,9429,2450,561,0.639,0.0
3568,41010,296.5,367,176,0,779,778,9428,2449,561,0.639,0.0
3574,41010,297.0,367,176,0,779,778,9427,2448,561,0.639,0.0
3578,41010,297.5,367,176,0,779,778,9426,2447,561,0.639,0.0
3584,41010,298.0,367,176,0,779,778,9426,2447,561,0.639,0.0
3588,41010,298.5,367,176,0,779,778,9425,2446,561,0.639,0.0
3594,41010,299.1,367,176,0,779,778,9424,2445,561,0.639,0.0
3598,41010,299.6,367,176,0,779,778,9423,2444,561,0.639,0.0
3603,41010,300.1,367,176,0,779,778,9423,2444,561,0.639,0.0
3608,41010,300.6,367,176,0,779,778,9422,2443,561,0.639,0.0
3613,41010,301.1,367,176,0,779,778,9421,2442,561,0.639,0.0
3618,41010,301.6,367,176,0,779,778,9420,2441,561,0.639,0.0
3623,41010,302.1,367,176,0,779,778,9419,2440,561,0.639,0.0
3628,41010,302.6,367,176,0,779,778,9419,2440,561,0.639,0.0
3633,41010,303.1,367,176,0,779,778,9418,2439,561,0.639,0.0
3638,41010,303.6,367,176,0,779,778,9417,2438,561,0.639,0.0
3643,41010,304.1,367,176,0,779,778,9416,2437,561,0.639,0.0
3649,41010,304.7,367,176,0,779,778,9416,2437,561,0.639,0.0
3654,41010,305.2,367,176,0,779,778,9415,2436,561,0.639,0.0
3659,41010,305.7,367,176,0,779,778,9414,2435,561,0.639,0.0
3664,41010,306.2,367,176,0,779,778,9413,2434,561,0.639,0.0
3669,41010,306.7,367,176,0,779,778,9412,2433,561,0.639,0.0
3674,41010,307.2,367,176,0,779,778,9412,2433,561,0.639,0.0
3679,41010,307.7,367,176,0,779,778,9411,2432,561,0.639,0.0
3684,41010,308.2,367,176,0,779,778,9410,2431,561,0.639,0.0
3689,41010,308.7,367,176,0,779,778,9409,2430,561,0.639,0.0
